ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
95016,Matthew Clive Pinsent,M,21,196,108,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,Gold
95016,Matthew Clive Pinsent,M,25,196,108,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Gold
95048,Cosimo Pinto,M,21,178,81,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Heavyweight,Gold
102357,Team France,M,NA,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold
95104,Constana Pipot-Burcic,F,25,174,64,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Gold
95104,Constana Pipot-Burcic,F,29,174,64,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Gold
95104,Constana Pipot-Burcic,F,33,174,64,Romania,ROU,2004 Summer,2004,Summer,"Athens,GR",Rowing,Rowing Women's Lightweight Double Sculls,Gold
95145,Mehmet Akif Pirim,M,23,160,66,Turkey,TUR,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
95173,Dumitru Prvulescu,M,27,166,52,Romania,ROU,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
95334,Walter Plaikner,M,20,170,65,Italy-1,ITA,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Gold
95348,"Herma Planck-Szabo (-Jarosz, -Stark)",F,21,NA,NA,Austria,AUT,1924 Winter,1924,Winter,Mont-Blanc,Figure Skating,Figure Skating Women's Singles,Gold
95401,Yevgeny Arkadyevich Platov,M,26,183,72,Russia-1,RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
95401,Yevgeny Arkadyevich Platov,M,30,183,72,Russia-1,RUS,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
95402,Clarence Bitters Platt,M,50,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Trap, Team",Gold
95426,Daniel Plaza Montero,M,26,181,64,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Men's 20 kilometres Walk,Gold
95545,Rudolf Vladimirovich Plyukfelder (-Pflugfelder),M,36,172,83,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
95546,Yevgeny Viktorovich Plyushchenko,M,23,178,72,Russia,RUS,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Men's Singles,Gold
95598,Liliya Oleksandrivna Podkopaieva (-Nahorniy),F,17,149,42,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,Gold
95598,Liliya Oleksandrivna Podkopaieva (-Nahorniy),F,17,149,42,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,Gold
95601,Iouri Aleksandrovich Podladtchikov,M,25,184,76,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,Gold
95615,Svetlana Nikolayevna Podobedova,F,26,165,75,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Heavyweight,Gold
95712,Tomi Jaakko Poikolainen,M,18,178,77,Finland,FIN,1980 Summer,1980,Summer,Moskva,Archery,Archery Men's Individual,Gold
95715,mile Marieange Poilv,M,32,NA,NA,France,FRA,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
95831,Josef Polig,M,23,168,70,Italy,ITA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Combined,Gold
95868,Claudia Mara Poll Ahrens,F,23,191,76,Costa Rica,CRC,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,Gold
95872,Andrea Pollack (-Pinske),F,15,166,61,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,Gold
95890,Luk Pollert,M,22,186,72,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
95901,Claudio Pollio,M,22,158,48,Italy,ITA,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold
95926,Udomporn Polsak,F,22,150,53,Thailand,THA,2004 Summer,2004,Summer,"Athens,GR",Weightlifting,Weightlifting Women's Featherweight,Gold
95945,Imre Polyk,M,32,170,62,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
95960,Igor Nikolayevich Polyansky,M,21,193,80,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,Gold
96034,Wijan Ponlid,M,24,162,51,Thailand,THA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Flyweight,Gold
96037,Sergey Vladilenovich Ponomarenko,M,31,173,68,Unified Team-1,EUN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
96044,Ctlina Ponor,F,16,160,47,Romania,ROU,2004 Summer,2004,Summer,"Athens,GR",Gymnastics,Gymnastics Women's Floor Exercise,Gold
96044,Ctlina Ponor,F,16,160,47,Romania,ROU,2004 Summer,2004,Summer,"Athens,GR",Gymnastics,Gymnastics Women's Balance Beam,Gold
96134,Valery Vladimirovich Popenchenko,M,27,176,75,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,Gold
96143,Florin Popescu,M,26,183,80,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
96150,Marioara Popescu-Ciobanu,F,21,177,75,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Double Sculls,Gold
96171,Aleksandr Vladimirovich Popov,M,22,176,74,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
96173,Aleksandr Vladimirovich Popov,M,20,200,87,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,Gold
96173,Aleksandr Vladimirovich Popov,M,20,200,87,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,Gold
96173,Aleksandr Vladimirovich Popov,M,24,200,87,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,Gold
96173,Aleksandr Vladimirovich Popov,M,24,200,87,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,Gold
96259,"Frans Wilhelm ""Ville"" Prhl (Horneman-)",M,22,182,97.5,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Track and Field,Track and Field Men's Shot Put,Gold
96278,Enrico Porro,M,23,NA,NA,Italy,ITA,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
96301,"William Franklin ""Bill"" Porter, III",M,22,190,73,United States,USA,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's 110 metres Hurdles,Gold
96312,Harry Franklin Porter,M,25,189,79,United States,USA,1908 Summer,1908,Summer,London,Track and Field,Track and Field Men's High Jump,Gold
96339,Aleksandr Staliyevich Portnov,M,18,180,73,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Springboard,Gold
135594,Team France,MX,NA,NA,NA,France,FRA,2018 Winter,2018,Winter,Pyeongchang-gun,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Gold
96348,Ramona Portwich,F,25,175,70,Germany,GER,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
96401,Sndor Psta,M,35,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Individual",Gold
96402,John Musgrove Postans,M,NA,NA,NA,Great Britain-1,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Trap, Team",Gold
96417,Ids Hylke Postma,M,24,190,93,Netherlands,NED,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,000 metres",Gold
96423,Serhiy Albertovych Postriekhin,M,22,195,87,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
96424,Yury Viktorovich Postrigay,M,23,185,81,Russia,RUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
96448,Camelia Alina Potec,F,22,178,65,Romania,ROU,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Women's 200 metres Freestyle,Gold
96481,Uwe Potteck,M,21,177,78,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
96497,Kerri-Ann Pottharst,F,35,184,72,Australia-1,AUS,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
96523,"Anett Ptzsch (-Witt, -Rauschenbach)",F,19,162,55,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Women's Singles,Gold
96556,Ole Poulsen (-Van der Heide),M,22,176,75,White Lady,DEN,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Gold
96607,Aleksandr Vladimirovich Povetkin,M,24,188,98,Russia,RUS,2004 Summer,2004,Summer,"Athens,GR",Boxing,Boxing Men's Super-Heavyweight,Gold
96653,Ross Gerard Powers,M,22,178,81,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,Gold
96660,"Olivia Elizabeth ""Polly"" Powrie",F,24,173,70,New Zealand,NZL,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Gold
96664,Dorothy Poynton-Hill (-Teuber),F,17,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Women's Platform,Gold
96664,Dorothy Poynton-Hill (-Teuber),F,21,NA,NA,United States,USA,1936 Summer,1936,Summer,Berlin,Diving,Diving Women's Platform,Gold
96670,Stanislav Alekseyevich Pozdnyakov,M,22,178,78,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Sabre, Individual",Gold
25988,Team France,M,NA,NA,NA,France,FRA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",Gold
96675,Danas Pozniakas,M,28,182,81,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Heavyweight,Gold
96880,Irina Natanovna Press,F,21,168,75,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Track and Field,Track and Field Women's 80 metres Hurdles,Gold
96880,Irina Natanovna Press,F,25,168,75,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Track and Field,Track and Field Women's Pentathlon,Gold
96881,Tamara Natanovna Press,F,23,180,102,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Track and Field,Track and Field Women's Shot Put,Gold
96881,Tamara Natanovna Press,F,27,180,102,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Track and Field,Track and Field Women's Shot Put,Gold
96881,Tamara Natanovna Press,F,27,180,102,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Track and Field,Track and Field Women's Discus Throw,Gold
96929,Jozef Pribilinec,M,28,168,66,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Men's 20 kilometres Walk,Gold
96953,"Thomas Steele ""Tom"" Price",M,19,NA,NA,United States,USA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Pairs,Gold
96956,Mitic Pricop,M,22,178,76,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
97040,Meyer Prinstein,M,21,180,74,United States,USA,1900 Summer,1900,Summer,Paris,Track and Field,Track and Field Men's Triple Jump,Gold
97040,Meyer Prinstein,M,25,180,74,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's Long Jump,Gold
97040,Meyer Prinstein,M,25,180,74,United States,USA,1904 Summer,1904,Summer,St. Louis,Track and Field,Track and Field Men's Triple Jump,Gold
97040,Meyer Prinstein,M,27,180,74,United States,USA,1906 Summer,1906,Summer,"Athens,GR",Track and Field,Track and Field Men's Long Jump,Gold
97072,Irina Anatolyevna Privalova (Sergeyeva-),F,31,174,64,Russia,RUS,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's 400 metres Hurdles,Gold
97090,Paul Probst,M,30,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
97149,Sandra Prokoff-Kiriasis,F,31,182,80,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Women's Two,Gold
97174,Sndor (Alexander) Prokopp,M,24,NA,NA,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",Gold
97179,Aleksey Alekseyevich Prokurorov,M,23,177,72,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold
97228,Oleg Alekseyevich Protopopov,M,31,175,71,Soviet Union-1,URS,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Gold
97228,Oleg Alekseyevich Protopopov,M,35,175,71,Soviet Union-1,URS,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Mixed Pairs,Gold
97246,Yanina Dislavovna Provalinskaya-Karolchik,F,23,187,92,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's Shot Put,Gold
97259,Halyna Mykolavna Prozumenshchykova-Stepanova (-Ivannykova),F,15,169,68,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,Gold
97376,Alessandro Puccini,M,27,172,74,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",Gold
97416,Alejandro Puerto Daz,M,27,160,57,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
97443,Maricica Puic (Luca-),F,34,168,54,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Track and Field,"Track and Field Women's 3,000 metres",Gold
97449,Monica Puig Marchn,F,22,170,64,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,Gold
97482,Imre Pulai,M,32,201,114,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
97528,Angela Pumariega Menndez,F,27,165,60,Spain,ESP,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Gold
97543,Yakiv Hryhorovych Punkin,M,30,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
97561,Leuris Pupo Requejo,M,35,168,78,Cuba,CUB,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
97572,"Zachary Jake Nicholas ""Zac"" Purchase",M,22,184,73,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold
97612,Vasile Pucau,M,32,185,102,Romania,ROU,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
97613,Alexander Pusch,M,21,186,77,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Individual",Gold
97658,Eduard Ptsep,M,25,NA,NA,Estonia,EST,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
97684,Nikolay Vasilyevich Puzanov,M,29,179,80,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
97696,Janusz Gerard Pyciak-Peciak,M,27,171,68,Poland,POL,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
97703,Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,26,163,55,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 10 kilometres Pursuit,Gold
97703,Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,34,163,55,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
97712,"Leonidas ""Leon"" Pyrgos",M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,"Athens,GR",Fencing,"Fencing Men's Foil, Masters, Individual",Gold
97756,Qian Hong,F,21,167,62,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Gold
97762,Qiao Hong,F,23,162,62,China-2,CHN,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Doubles,Gold
97762,Qiao Hong,F,27,162,62,China-1,CHN,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Doubles,Gold
97771,Qin Kai,M,22,170,65,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Synchronized Springboard,Gold
97771,Qin Kai,M,26,170,65,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Springboard,Gold
97781,Qiu Jian,M,33,176,81,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
97815,Megan M. Quann-Jendrick,F,16,170,64,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,Gold
97822,"Donald O'Reilly ""Don"" Quarrie",M,25,175,70,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Men's 200 metres,Gold
97837,Jason Paul Queally,M,30,183,88,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
97851,Udo Gnther Quellmalz,M,29,175,65,Germany,GER,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Lightweight,Gold
97858,Cicely-1,M,NA,NA,NA,Cicely-1,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 20+ Ton,Gold
97925,Pierre Jean Guy Quinon,M,22,180,74,France,FRA,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Men's Pole Vault,Gold
97944,Yandro Miguel Quintana Rivalta,M,24,162,60,Cuba,CUB,2004 Summer,2004,Summer,"Athens,GR",Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
97955,Giulia Quintavalle,F,25,174,59,Italy,ITA,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Lightweight,Gold
97998,Rasmus Nicolai Quist Hansen,M,32,173,72,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Gold
98123,"Thomas Peter ""Pete"" Rademacher",M,28,186,95,United States,USA,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Heavyweight,Gold
98130,Boyan Aleksandrov Radev,M,22,176,97,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
98130,Boyan Aleksandrov Radev,M,26,176,97,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
98162,"Karoline ""Lina"" Radke-Batschauer",F,24,169,55,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Track and Field,Track and Field Women's 800 metres,Gold
98206,Karl-Heinz Radschinsky,M,31,160,75,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middleweight,Gold
98316,Antonella Ragno-Lonzi,F,32,172,60,Italy,ITA,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Women's Foil, Individual",Gold
98401,Benjamin Raich,M,27,182,83,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold
98401,Benjamin Raich,M,27,182,83,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
98437,"Alexandra Rose ""Aly"" Raisman",F,18,157,52,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,Gold
98495,Nidzhat Aliyevich Rakhimov,M,22,176,77,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Gold
98498,"Sultanbai Saburovych ""Sultan"" Rakhmanov",M,30,188,145,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
98669,Robeisy Eloy Ramrez Carrazana,M,18,165,56,Cuba,CUB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Gold
98669,Robeisy Eloy Ramrez Carrazana,M,22,165,56,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Gold
98692,Soslan Lyudvikovich Ramonov,M,25,170,65,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
98837,"Leonard ""Leo"" Randolph",M,18,172,51,United States,USA,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,Gold
98894,Heli Orvokki Rantanen,F,26,174,69,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Track and Field,Track and Field Women's Javelin Throw,Gold
98949,Bent Peder Benjamin Rasch,M,18,NA,NA,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
98959,Viktor Ivanovich Rashchupkin,M,29,188,107,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's Discus Throw,Gold
98990,Ji Raka,M,27,165,70,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
99019,Hans Kjeld Rasmussen,M,25,178,68,Denmark,DEN,1980 Summer,1980,Summer,Moskva,Shooting,Shooting Mixed Skeet,Gold
99022,Mads Reinholdt Rasmussen (-Kirke),M,30,183,75,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Gold
99165,Ronald Rauhe,M,22,179,82,Germany,GER,2004 Summer,2004,Summer,"Athens,GR",Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
99175,Emil A. Rausch,M,21,NA,NA,Germany,GER,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 880 yard Freestyle,Gold
99175,Emil A. Rausch,M,21,NA,NA,Germany,GER,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's One Mile Freestyle,Gold
99186,Kaj Tapio Rautavaara,M,33,189,86,Finland,FIN,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's Javelin Throw,Gold
99249,"Ronald Rawson ""Ron"" Rawson",M,27,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Heavyweight,Gold
99263,Valentin Raychev,M,26,174,74,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
99266,Georgi Petkov Raykov,M,26,178,100,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
99274,Louis Bosman Raymond,M,24,NA,NA,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Singles,Gold
99334,Giuliano Razzoli,M,25,182,88,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
99354,Norman Richard Read,M,25,178,64,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Track and Field,Track and Field Men's 50 kilometres Walk,Gold
99376,Ross Rebagliati,M,26,178,81,Canada,CAN,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Men's Giant Slalom,Gold
99394,Viktoria Rebensburg,F,20,170,67,Germany,GER,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
99403,Daniel Denis tienne Rbillard,M,19,184,72,France,FRA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
99423,Esko Tapani Rechardt,M,22,186,85,Finland,FIN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed One Person Dinghy,Gold
99425,Elise Maree Rechichi,F,22,162,48,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold
99436,Jonas Reckermann,M,33,201,98,Germany-1,GER,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
99441,Helmut Recknagel,M,22,174,74,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
99470,Heike Redetzky-Henkel (-Meier),F,28,181,62,Germany,GER,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Women's High Jump,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,26,193,103,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Pairs,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,30,193,103,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,34,193,103,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Gold
99480,Yevgeny Leonidovich Redkin,M,22,184,81,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,Gold
99504,Bernard Boverton Redwood,M,33,NA,NA,Gyrinus-1,GBR,1908 Summer,1908,Summer,London,Motorboating,Motorboating Mixed B-Class (Under 60 Feet),Gold
99504,Bernard Boverton Redwood,M,33,NA,NA,Gyrinus-1,GBR,1908 Summer,1908,Summer,London,Motorboating,Motorboating Mixed C-Class,Gold
99526,Robin Lawrence Reed,M,24,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
99538,Brittney Davon Reese,F,25,173,61,United States,USA,2012 Summer,2012,Summer,London,Track and Field,Track and Field Women's Long Jump,Gold
99648,Jean Reich,M,32,175,NA,Switzerland,SUI,1906 Summer,1906,Summer,"Athens,GR",Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
